Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Il1b	1.09446172346793e-18	2.08404977757496	0.099	0.001	1.79404165710864e-14
Kdm6b	1.15640687904757e-18	-1.2648495847868	0.307	0.646	1.89558215613478e-14
Btg1	2.12057104257151e-16	-0.665236697280452	0.812	0.933	3.47604005298322e-12
Nfkb1	3.38610111907783e-16	-1.40643753849696	0.163	0.472	5.55049695439237e-12
Ccl4	5.5395307901984e-16	-0.940683164035644	0.163	0.472	9.08039887129322e-12
Lgals1	6.85695193578874e-16	-0.855763686999775	0.47	0.758	1.12399156131449e-11
Wfdc21	2.60812188532467e-15	0.852431904167982	0.074	0	4.27523339442419e-11
Ppp1r15a	1.53165708103538e-14	-1.34187167740259	0.059	0.341	2.51069228723319e-10
Traf1	3.59309964076068e-14	-1.46062139026732	0.079	0.356	5.8898089311349e-10
Jun	4.99345967106889e-14	-1.37477970693963	0.183	0.48	8.18527909281612e-10
Ifitm1	8.37589819111454e-14	1.65815467442114	0.084	0.004	1.37297723148749e-09
Bhlhe40	1.0127721713065e-13	-0.92652406675789	0.441	0.704	1.66013614320562e-09
Zc3h12a	2.36456034430922e-13	-1.21559523972491	0.149	0.432	3.87598731639167e-09
Ccl3	1.21143408650679e-12	-2.16952486598229	0.04	0.271	1.98578275460193e-08
Lcn2	1.62948503394515e-12	0.930210184400707	0.059	0	2.67105186764288e-08
Cd14	1.62948503394515e-12	0.793559775290747	0.059	0	2.67105186764288e-08
Ier2	2.72312409801858e-12	-0.982891109687311	0.574	0.757	4.46374502147205e-08
4930523C07Rik	4.36487294075799e-12	-0.919444145330947	0.218	0.509	7.1548997244905e-08
Ppbp	1.08981009141814e-11	0.966045030992958	0.267	0.093	1.78641670185262e-07
mt-Atp6	1.20830132826043e-11	-0.41627859334591	0.97	0.995	1.9806475372845e-07
Cd33	1.38986445801894e-11	0.469842542853671	0.054	0	2.27826581958465e-07
Tpm2	2.06381737719572e-11	0.796620113414192	0.089	0.008	3.38300944469922e-07
Fth1	2.09626845476548e-11	0.715661045279985	0.936	0.842	3.43620325105158e-07
Cxcl2	3.40951535866909e-11	1.9593801148521	0.109	0.016	5.58887757593037e-07
mt-Co3	3.67255264840111e-11	-0.416254106015591	0.975	0.993	6.02004830125909e-07
Wfdc17	5.14055945132341e-11	1.17437545552208	0.094	0.011	8.42640505260934e-07
Maff	8.43102820663831e-11	-1.0878735777347	0.094	0.332	1.38201414363215e-06
Rgs16	9.84576471228788e-11	-1.32972614217059	0.064	0.286	1.61391775163823e-06
Tsc22d1	1.50232574997381e-10	1.14206930763503	0.302	0.126	2.46261236935707e-06
Zfp36	2.19938024419292e-10	-1.12282345930367	0.267	0.502	3.60522409628104e-06
Nrgn	2.32692286597567e-10	1.19581848108763	0.396	0.199	3.81429196190732e-06
Rgs1	3.15886657682909e-10	-0.789215010708441	0.574	0.762	5.17801409273824e-06
Clec1b	3.59516185735362e-10	0.971764470946042	0.193	0.059	5.89318931657406e-06
Uba52	3.86154746469449e-10	0.895662064927373	0.653	0.527	6.32984860412721e-06
Prr7	4.53658000482586e-10	-1.22777403460395	0.035	0.226	7.43636194391055e-06
Nr4a1	7.05889083539772e-10	-1.38315631203684	0.054	0.253	1.15709338573839e-05
Treml1	7.64953648818359e-10	1.01946119551496	0.134	0.03	1.25391202114305e-05
Btg2	9.65028590407105e-10	-0.858910068519365	0.416	0.658	1.58187486539533e-05
Asprv1	1.01124237017705e-09	0.601640291662248	0.045	0	1.65762849319422e-05
Ccr1	1.01124237017705e-09	0.458141799834596	0.045	0	1.65762849319422e-05
Gp9	1.39648347023429e-09	1.08098393908331	0.198	0.065	2.28911570440804e-05
Rbbp8	2.60165093413793e-09	-1.06641296640584	0.104	0.314	4.26462621123889e-05
Arl5c	3.56450715926319e-09	-1.03925980995634	0.015	0.181	5.84294013546422e-05
Ifitm2	4.22844231247688e-09	0.816693380140137	0.089	0.013	6.9312626386121e-05
Scd2	7.02635891993974e-09	1.03784962768594	0.282	0.128	0.000115176075415652
Rab44	8.64193467796983e-09	0.26348940924557	0.04	0	0.000141658593241282
Dennd4a	8.72044414273854e-09	-0.699303729549916	0.446	0.669	0.00014294552038777
Nfkbie	1.20732636743685e-08	-1.01658127644016	0.03	0.196	0.000197904938150249
Ddx5	1.25512490076279e-08	-0.462319277853411	0.713	0.854	0.000205740073733037
mt-Nd3	1.44701005277806e-08	-0.977207565392671	0.193	0.412	0.000237193887851379
Thbs1	1.47337589574409e-08	1.06817533157441	0.168	0.053	0.000241515776830371
Csf3r	1.68869934054559e-08	0.425326381704568	0.045	0.001	0.000276811595902233
Slpi	1.97496011666388e-08	0.844227207246043	0.074	0.01	0.000323735462323544
Ifitm3	2.13650365480176e-08	0.804388244339908	0.099	0.019	0.000350215679095105
Gem	2.17971305016176e-08	-0.964185751854475	0.124	0.331	0.000357298563182516
mt-Co2	2.71657268732694e-08	-0.3252886194525	0.975	0.994	0.000445300594906632
Rps29	2.75422178750792e-08	-0.377240980693902	0.941	0.945	0.000451472035408298
Cxcr4	3.94198027169193e-08	-0.748443042446869	0.287	0.517	0.000646169406135742
mt-Nd4	4.43554023803308e-08	-0.446484531097751	0.693	0.84	0.000727073755818383
Trem1	7.40778892331768e-08	0.308984853238237	0.035	0	0.00121428476031023
Hspa8	7.66201377218317e-08	-0.47225201798674	0.634	0.792	0.00125595729753626
Relb	8.04116800530076e-08	-0.81253700053473	0.05	0.218	0.0013181082594289
Alox12	8.42872803011738e-08	0.883497539446824	0.144	0.043	0.00138163709869684
Jund	9.00535591871967e-08	-0.540356869786933	0.757	0.883	0.00147615794219653
Cited4	1.13501541275995e-07	1.18221324140755	0.307	0.168	0.00186051726459611
Il1r2	1.14637234523525e-07	0.675313076332383	0.054	0.005	0.00187913354830962
Zmynd8	1.2457190028234e-07	-1.01979550236237	0.074	0.245	0.00204198258942812
Hdc	1.3608148589817e-07	0.680639890016581	0.04	0.001	0.00223064771684281
Nlrp3	1.38524728622249e-07	0.486563098951971	0.04	0.001	0.00227069735157591
Sgk1	1.68821880559327e-07	-1.11177250637502	0.04	0.189	0.00276732826612849
Lst1	1.7115876458215e-07	0.323139854588662	0.045	0.002	0.0028056344690306
Etaa1	2.03434623604762e-07	0.771039754005482	0.119	0.032	0.00333470035012926
Xcl1	2.04028083365917e-07	-1.4352289468595	0.178	0.354	0.00334442834253411
E230032D23Rik	2.04870914507333e-07	0.483563849844987	0.064	0.008	0.0033582440306042
Ncf2	2.22553493828263e-07	0.428951872519628	0.064	0.008	0.00364809687083289
Ptma	2.31181745501571e-07	0.437929335118334	0.946	0.86	0.00378953117226176
Clu	2.53360392824655e-07	0.903818459598578	0.153	0.052	0.00415308355918175
1810058I24Rik	2.53793485796452e-07	0.766578215846126	0.505	0.363	0.00416018281917544
Lgals3	2.57338642128293e-07	0.823931723076451	0.168	0.06	0.00421829502176699
Kdm2b	3.05560544198032e-07	-0.856310216540848	0.134	0.319	0.00500874844049414
Nr4a3	3.08335515756657e-07	-0.890939401971724	0.069	0.232	0.00505423577428312
Birc3	3.1764079171634e-07	-0.924719891004595	0.084	0.249	0.00520676785781425
Rpl8	3.71883279894165e-07	0.392699916187931	0.931	0.894	0.00609591072402515
Prf1	4.02525046672815e-07	-0.667619765759869	0.46	0.665	0.00659819056506078
Sytl3	4.43212614435258e-07	-0.727324083196339	0.441	0.605	0.00726514117582274
Actg1	5.2887806319477e-07	-0.45395221008515	0.757	0.9	0.00866936921188868
Zfp652	6.30664554730405e-07	0.788362907864374	0.213	0.094	0.0103378533811408
Cxcr2	6.382491698926e-07	0.207090094995039	0.03	0	0.0104621803928795
Mmp9	6.382491698926e-07	0.32317081513907	0.03	0	0.0104621803928795
Mmp8	6.382491698926e-07	0.530460008205916	0.03	0	0.0104621803928795
Ltf	6.382491698926e-07	0.213439820920626	0.03	0	0.0104621803928795
Stfa2l1	6.382491698926e-07	0.34472925264422	0.03	0	0.0104621803928795
Lrg1	6.382491698926e-07	0.419029386304739	0.03	0	0.0104621803928795
Cebpb	6.51177550900173e-07	0.921306454063872	0.441	0.309	0.0106741024143556
Atf4	7.39842892921589e-07	-0.657528624405959	0.391	0.599	0.0121275047007707
Hist2h2aa1	8.38494040812346e-07	0.784241892317044	0.099	0.025	0.013744594316996
Cd83	1.02892769167316e-06	-0.752036531844623	0	0.108	0.0168661827219064
Jaml	1.28065073253723e-06	0.398976565728818	0.04	0.002	0.0209924268077502
Slc7a11	1.29068460970281e-06	0.561293607948849	0.04	0.002	0.0211569021222484
Inpp5d	1.31869021795845e-06	-0.630649574647217	0.218	0.424	0.021615970052775
Nfam1	1.34199889649637e-06	0.301252501704681	0.04	0.002	0.0219980459113686
Gm20186	1.38256401819981e-06	-0.819675486929843	0.124	0.296	0.0226629893863314
Fkbp5	1.84316259947364e-06	0.804582000432749	0.178	0.073	0.0302131213305719
Lgalsl	1.85586504814457e-06	0.551625481242171	0.079	0.017	0.0304213398691857
Hsp90ab1	1.89516978616775e-06	-0.444835227970329	0.579	0.746	0.0310656231348617
Lcp1	2.01279642419799e-06	-0.635652975078289	0.371	0.563	0.0329937589854535
Itgb2	2.01648419017809e-06	-0.641616869052492	0.238	0.428	0.0330542088453993
Hp	2.02208460120028e-06	0.52969893272292	0.054	0.007	0.033146010782875
Myl6	2.0660041252317e-06	0.40630096755789	0.906	0.859	0.033865939620798
Ccrl2	2.13910399842961e-06	-0.753983749362352	0.069	0.219	0.0350641927422582
1110008P14Rik	2.30058052369074e-06	0.711895336410909	0.188	0.081	0.0377111159443387
Tpt1	2.3905426018953e-06	0.242165482913272	1	0.992	0.0391857743302677
H2-K1	2.73080890450267e-06	-0.303045926836426	0.896	0.947	0.0447634195626078
Sh3bgrl3	3.32724023474903e-06	0.497627125629355	0.847	0.768	0.0545401219280061
F5	3.52234610337978e-06	0.797942223703202	0.109	0.032	0.0577382973266014
Klf2	3.6012370775846e-06	-0.885572726856871	0.465	0.615	0.0590314781757668
Phlda1	4.14569861530838e-06	-0.896404163882547	0.05	0.182	0.067956291702135
Rel	4.67985125917289e-06	-0.616726416984688	0.139	0.303	0.0767121218403621
Apoe	4.76886865499554e-06	0.633680093021975	0.094	0.025	0.0781712949926869
Nfkb2	4.85282970607408e-06	-0.759939558884829	0.104	0.259	0.0795475845419664
Ifngr1	5.45849993919563e-06	0.535268495952065	0.807	0.71	0.0894757310032948
Cd59a	5.54476562472858e-06	0.305085837396504	0.025	0	0.0908897981205509
Trnp1	5.54476562472858e-06	0.225667913223025	0.025	0	0.0908897981205509
Cd300ld	5.54476562472858e-06	0.108189966034637	0.025	0	0.0908897981205509
Cstdc4	5.54476562472858e-06	0.313824765610266	0.025	0	0.0908897981205509
Rbpms2	5.66460843976994e-06	0.620848171913473	0.069	0.014	0.0928542615447089
Hmgb1	5.6991644974507e-06	0.672555907742982	0.54	0.419	0.0934207044422119
Trmt10c	5.76158913651593e-06	0.64355310294004	0.124	0.042	0.0944439691257691
Mt1	6.01940973060347e-06	0.441266533625856	0.064	0.012	0.0986701643040521
mt-Nd2	6.1157759089412e-06	-0.352541755828367	0.777	0.899	0.100249798699364
Rsrp1	6.90019072207285e-06	0.620883685638467	0.297	0.166	0.113107926316218
Clec4d	7.65302474517657e-06	0.388856239906246	0.04	0.004	0.125448381622934
Ptger4	7.77406081333863e-06	-0.848161753596344	0.079	0.22	0.127432404852247
Fosb	8.87392351332398e-06	-1.16152904521414	0.079	0.211	0.145461354230407
Cpne7	8.90319086564423e-06	0.583534169325413	0.089	0.024	0.14594110466964
Etv3	9.57752919315137e-06	-0.834693540808356	0.054	0.181	0.156994858534137
Clca3a1	9.63295504111837e-06	0.297322333277908	0.03	0.001	0.157903399034012
Pirb	9.71586809155501e-06	0.192360429041331	0.03	0.001	0.15926250975677
Il2rg	9.8252963953534e-06	-0.524893318525033	0.243	0.433	0.161056258512633
Cdc37	1.0098803372005e-05	-0.657509733536826	0.243	0.413	0.165539584873906
Tlr13	1.031666599033e-05	0.148580977105955	0.035	0.002	0.169110788913489
Arl4c	1.16130491634313e-05	0.827131392290993	0.391	0.266	0.190361101886966
Ccl6	1.23123342251399e-05	0.637527269626086	0.05	0.007	0.201823782618492
Rpl37a	1.30193455604208e-05	-0.315727786110717	0.911	0.913	0.213413112426418
F13a1	1.92210662942044e-05	0.524862048644727	0.054	0.01	0.315071718694599
Spata13	1.94524677348775e-05	-0.638392658913567	0.163	0.321	0.318864851110111
Rpl5	2.49695947156235e-05	0.325546454406007	0.891	0.851	0.4093015965785
Ms4a4b	3.12931533936507e-05	-0.601207598919598	0.307	0.467	0.512957370428722
Herpud1	3.22267787000271e-05	-0.579432265286731	0.173	0.331	0.528261356450844
Trappc12	3.68680528229056e-05	0.451299056601937	0.069	0.017	0.604341121873068
Ddx3x	4.29259477483906e-05	-0.58480798515582	0.203	0.368	0.703642135491618
Skil	4.43703934366579e-05	-0.563294340732868	0.366	0.531	0.727319489213696
Chil1	4.88193423984634e-05	0.10589607838527	0.02	0	0.800246660595611
Pabpc1l	4.88193423984634e-05	0.192150886556226	0.02	0	0.800246660595611
C5ar1	4.88193423984634e-05	0.116056894855632	0.02	0	0.800246660595611
Ngp	4.88193423984634e-05	0.467057436241645	0.02	0	0.800246660595611
Slfn4	4.88193423984634e-05	0.0850606936549563	0.02	0	0.800246660595611
Arg2	4.88193423984634e-05	0.0567764511004206	0.02	0	0.800246660595611
Acod1	4.88193423984634e-05	0.0979943287498578	0.02	0	0.800246660595611
Trem3	4.88193423984634e-05	0.069377281280353	0.02	0	0.800246660595611
Gm20219	4.88193423984634e-05	0.156545355001047	0.02	0	0.800246660595611
Trib1	5.04418587763086e-05	0.284189414312856	0.035	0.004	0.826842949061251
Klra4	5.72678046078697e-05	-0.56206296381526	0.297	0.45	0.938733853132199
Fn1	6.4062802863176e-05	0.517844914248399	0.045	0.007	1
Msrb1	6.52146476071394e-05	0.757348362613355	0.124	0.049	1
Cmtm7	7.13507738572101e-05	-0.619633265791191	0.064	0.181	1
Fcer1g	7.16913537095638e-05	0.273515776850982	0.936	0.901	1
Ftl1	7.20565420546683e-05	0.481059637266501	0.713	0.645	1
Gpr132	7.22790929483676e-05	-0.567077972621285	0.094	0.221	1
Pla2g7	7.2393334198834e-05	0.182199943832452	0.03	0.002	1
Tgfbi	7.32120339667301e-05	0.290933812394044	0.045	0.007	1
Sirpa	7.39875812657142e-05	0.17653315226414	0.03	0.002	1
Nfkbib	7.40077645710646e-05	-0.511057606074702	0.03	0.129	1
Id2	7.61535499573434e-05	-0.711197434784106	0.342	0.484	1
Hnrnpa0	7.73122631237538e-05	0.561350007317108	0.5	0.401	1
Adam8	7.73548525624276e-05	0.221415948303923	0.025	0.001	1
Pilra	7.93159430014552e-05	0.144619304256901	0.025	0.001	1
Ddx39	8.9609835751181e-05	0.722268496192362	0.203	0.111	1
Cks2	9.39467276688462e-05	-0.5764482804853	0.292	0.444	1
AW112010	9.70865430548508e-05	-0.365610085324198	0.861	0.934	1
Txnip	0.000101343092594362	0.663759744611712	0.277	0.171	1
Gcnt1	0.000101987383896502	0.289750085766456	0.05	0.01	1
Fam107b	0.000105525347061926	0.406421482696668	0.619	0.529	1
Ubald2	0.000106594747228645	-0.561068104349307	0.347	0.502	1
Dock10	0.000113882022110231	-0.416535191623762	0.188	0.347	1
Gapdh	0.000116488373642355	0.606186289742828	0.421	0.314	1
Coq10b	0.000116804675504399	-0.517383963780061	0.267	0.434	1
Tnip1	0.000118993887544795	-0.421790759346682	0.054	0.166	1
Sde2	0.000125286143234475	-0.393215514647004	0.079	0.203	1
H3f3b	0.000126952540522048	-0.370266989132897	0.946	0.952	1
Zfp622	0.000128195504220806	-0.657666162388757	0.208	0.35	1
Klf10	0.000128616281261292	-0.630861580615959	0.163	0.298	1
Sertad2	0.000128729986693682	-0.53671654276314	0.134	0.273	1
Dot1l	0.000136924997904777	-0.551509254217356	0.015	0.097	1
Arhgap31	0.000144699728593128	-0.600106299062081	0.01	0.088	1
Zbtb20	0.000165072549700839	-0.658092542578075	0.218	0.359	1
Zfp84	0.000173559111366409	0.574294211704087	0.074	0.023	1
Evl	0.000174637350080144	-0.57545209811031	0.084	0.202	1
Dmrta1	0.000176007308488522	0.614980632201408	0.099	0.037	1
Ubb	0.000176217319119858	0.31980894952251	0.906	0.866	1
Ctla2b	0.000185311709167627	0.669218539631357	0.46	0.367	1
Rpl13	0.000194619678702446	0.237371111336021	0.975	0.966	1
Ifitm6	0.000211510660780013	0.271079578954952	0.035	0.005	1
Clec4e	0.000220316994320679	0.154086784980803	0.035	0.005	1
Csrnp1	0.00022823762401094	-0.652580590557486	0.094	0.208	1
Kif2a	0.000239310427582011	0.680790475862673	0.173	0.089	1
Klre1	0.000244838631395778	-0.476018997495086	0.307	0.462	1
Cald1	0.000246678503043165	0.676353211259198	0.084	0.029	1
Tagap	0.000254853569430097	-0.658643802784839	0.045	0.14	1
Zfp326	0.000276942398423067	0.662431901920524	0.188	0.103	1
Hba-a2	0.000302121658968022	-2.09178828805632	0.084	0.184	1
Rela	0.000302290304058429	-0.542991778524095	0.074	0.181	1
Srsf5	0.000326291733922866	-0.31655011963548	0.609	0.733	1
Slc25a36	0.000329286763304022	-0.469430189322625	0.144	0.282	1
Slfn1	0.000333269539799288	0.174491715899755	0.03	0.004	1
Unc5cl	0.000333269539799288	0.277981419494001	0.03	0.004	1
Cers6	0.000339007234579167	0.483141990160266	0.099	0.039	1
Saa3	0.00034171788677354	0.273608956787241	0.03	0.004	1
Flna	0.000350333159037685	-0.474943866414748	0.243	0.384	1
Sms	0.000352734829566467	-0.531964683633159	0.069	0.174	1
Hba-a1	0.000353840291495152	-2.29943174432583	0.129	0.226	1
Tmem50b	0.000354639402378444	0.294737144576677	0.04	0.007	1
Csf2rb	0.000359219028671343	0.220689502412469	0.03	0.004	1
Trac	0.000389928352253227	-0.494727876507375	0.005	0.07	1
Dapk2	0.000395840063103308	-0.58577726072715	0.03	0.112	1
Cma1	0.000411033957617342	-0.630379151562923	0.193	0.315	1
Gpr68	0.000419836111006895	0.585832829906534	0.173	0.093	1
Pabpn1	0.000426248951933918	0.508877131286172	0.431	0.33	1
Serp2	0.000431786548195754	0.434019119098011	0.045	0.01	1
Tbcc	0.000437129851396598	0.428501034439813	0.094	0.036	1
Il1f9	0.000439665852985955	0.138768459973852	0.015	0	1
Rhov	0.000439665852985955	0.0729193040241312	0.015	0	1
Sgms2	0.000439665852985955	0.0585656600296759	0.015	0	1
Anxa3	0.000439665852985955	0.0882918839646226	0.015	0	1
Pilrb1	0.000439665852985955	0.0605005949911899	0.015	0	1
Clec5a	0.000439665852985955	0.150199985263444	0.015	0	1
Gpnmb	0.000439665852985955	0.0949774287625564	0.015	0	1
Clec4n	0.000439665852985955	0.10004280811763	0.015	0	1
Chst15	0.000439665852985955	0.058036718586312	0.015	0	1
Gm20406	0.000439665852985955	0.0473044209960768	0.015	0	1
Camp	0.000439665852985955	0.188350718837203	0.015	0	1
Spock2	0.000439665852985955	0.126707910041448	0.015	0	1
Upp1	0.000439665852985955	0.0631283474388175	0.015	0	1
Lhfpl2	0.000439665852985955	0.133558334155346	0.015	0	1
Ly6g	0.000439665852985955	0.124461152698569	0.015	0	1
Mirt2	0.000439665852985955	0.113324981391813	0.015	0	1
Fpr2	0.000439665852985955	0.13568030833133	0.015	0	1
Mapk13	0.000439665852985955	0.0760425987904935	0.015	0	1
Pi16	0.000439665852985955	0.07662693606855	0.015	0	1
Lancl3	0.000439665852985955	0.339392882534229	0.015	0	1
Il13ra1	0.000439665852985955	0.087836854776402	0.015	0	1
Vwf	0.000479728077800498	0.417739902476286	0.064	0.019	1
Ecm1	0.000481224713814288	0.465604277711248	0.059	0.017	1
Ccl5	0.000481864291728462	-0.250110456714324	0.995	0.994	1
Vps4b	0.000487405913678594	0.506677511529543	0.173	0.093	1
Tes	0.000496559170912942	-0.411177516993365	0.183	0.319	1
Pygl	0.000498667961324802	0.402016876117709	0.054	0.014	1
Rbm47	0.000510724633132399	0.184395615571311	0.025	0.002	1
Adam19	0.000510724633132399	0.166456527673615	0.025	0.002	1
Rpl39	0.000511707013537163	-0.265043097301168	0.842	0.869	1
Gm4707	0.000514259018339695	0.176949817190949	0.025	0.002	1
F630028O10Rik	0.000524999442448059	0.177725128459718	0.025	0.002	1
Ifng	0.000529436904316247	-0.529890642615596	0.114	0.229	1
Apobec3	0.00052954114647901	0.689781567419451	0.287	0.195	1
Utp25	0.000542512662895821	0.362270954542112	0.054	0.014	1
Tmem106b	0.000549438175623797	0.392110544965575	0.079	0.028	1
Cdkn1a	0.000551056206812542	-0.625880365470121	0.149	0.267	1
Rgs18	0.000559973681583988	0.334252169132033	0.059	0.017	1
Bsdc1	0.000562248838167437	-0.539674536368954	0.025	0.101	1
Xist	0.000567556315487096	-0.902201175908363	0.119	0.22	1
Zswim6	0.000612638457016061	-0.435919727359817	0.045	0.132	1
Tubb1	0.000627998422707916	0.668032935322784	0.035	0.006	1
Ppp1r11	0.000630074813990707	-0.626177081901621	0.045	0.128	1
Cd63	0.00063158993259317	0.168123332463384	0.02	0.001	1
Mgst1	0.000636684284046547	0.156786905262983	0.02	0.001	1
Def8	0.000636684284046547	0.217219115227766	0.02	0.001	1
Mcemp1	0.000641816836512997	0.147754809107907	0.02	0.001	1
Aldh3b1	0.000641816836512997	0.115169505222106	0.02	0.001	1
Sort1	0.000646987851710576	0.0795998874688487	0.02	0.001	1
Layn	0.000646987851710576	0.182858785539872	0.02	0.001	1
Gpr141	0.000646987851710576	0.216475923349178	0.02	0.001	1
Ankrd33b	0.000646987851710576	0.0527991555349421	0.02	0.001	1
Paqr7	0.000647905307603607	0.282642807409227	0.035	0.006	1
Bst1	0.000652197592949208	0.129800667672379	0.02	0.001	1
Pira2	0.000652197592949208	0.126312270117937	0.02	0.001	1
Rpsa	0.000657210748704593	0.272410412566105	0.921	0.947	1
Calr	0.000663816452689535	-0.461916356089347	0.233	0.373	1
Il21r	0.000672302830504925	-0.411136992763417	0.02	0.093	1
Ctsz	0.000693141619814067	0.519163728541297	0.119	0.054	1
Arhgap45	0.000702383331515881	0.382994996992406	0.51	0.434	1
Il16	0.000705975229306622	-0.517630740149575	0.119	0.229	1
Cdk8	0.000712712236819538	0.405019448980554	0.069	0.023	1
Tpd52	0.000714906169330435	0.553695881240979	0.094	0.039	1
Egr2	0.000728255061926009	-0.411219426579463	0	0.054	1
Xdh	0.000737030189827736	-0.515931974775927	0.025	0.099	1
Cirbp	0.000745358626144776	0.670617135542617	0.361	0.276	1
Zbtb46	0.00075912174851449	-0.404986406985961	0.005	0.064	1
Tgif2	0.000760039742672749	-0.482619683643416	0.02	0.09	1
1810026B05Rik	0.000762618450123592	0.609474697964837	0.312	0.224	1
Gas2l1	0.000781290223654396	0.391054564108801	0.064	0.02	1
Itga2b	0.000791556094313261	0.580253279674091	0.144	0.072	1
Itga4	0.000849555155353506	-0.392145635035547	0.391	0.531	1
Actb	0.000872202351521528	-0.20688895942304	0.985	0.994	1
Klra7	0.000879512270219808	-0.462549567122442	0.149	0.27	1
Klrg1	0.000901855147283421	-0.592578415217758	0.05	0.135	1
Cish	0.000920065495101687	-0.487361197866915	0.084	0.183	1
H2-Aa	0.000927630349320505	-0.711460573843276	0.005	0.063	1
Acp5	0.00097248547550658	0.545763305285503	0.104	0.046	1
Bcl3	0.000994398619218536	-0.510966668234006	0.045	0.126	1
Klra9	0.00102630282099688	-0.524640465264502	0.163	0.282	1
Emc6	0.00104042006378537	-0.318870870596184	0.059	0.152	1
Faap100	0.00104153163149252	0.291459146433404	0.05	0.013	1
Topors	0.00108990956790605	0.51181325107529	0.168	0.093	1
Mrps26	0.0011150522370631	0.493625362770326	0.163	0.09	1
Rhoh	0.00113186002354104	0.568051030063593	0.406	0.324	1
Fam53b	0.00114443761844821	-0.425546694385477	0.054	0.142	1
Pros1	0.00114594565048325	0.299943206537136	0.03	0.005	1
Serpinb9b	0.00116482034672263	0.550065461911731	0.139	0.069	1
Myct1	0.00116484082311965	0.367747657047365	0.03	0.005	1
Gp1bb	0.00116484082311965	0.251670502688553	0.03	0.005	1
Prkar1a	0.00117551813620289	0.455647637908107	0.485	0.396	1
Vmac	0.00119048238988144	0.209439521149116	0.03	0.005	1
Emc7	0.00119180253553931	-0.33553793436992	0.064	0.159	1
Lasp1	0.00119865103287458	-0.438887024512195	0.178	0.302	1
Nras	0.00121282981194434	-0.507738631550096	0.035	0.11	1
Map3k8	0.00122974453726148	-0.431063283577054	0.02	0.087	1
Abracl	0.00125351251152353	-0.390594461800134	0.228	0.362	1
Fcho2	0.00125889530188934	0.519768993727151	0.218	0.134	1
Tulp4	0.00127611878243827	-0.472646347866416	0.213	0.339	1
Cox16	0.00127614538848283	-0.470761725797129	0.05	0.131	1
H2-Q7	0.00128007511373862	-0.368272023462473	0.614	0.72	1
H2-D1	0.00130332113158294	-0.172048032459858	0.911	0.928	1
Hsph1	0.00130476453474893	-0.438588701853333	0.02	0.085	1
Rps24	0.00137252219781367	0.184605190587001	0.99	0.978	1
Tgif1	0.00138505419756586	-0.493788108145354	0.292	0.416	1
Pmepa1	0.00140092458518203	-0.4436956643361	0.04	0.118	1
Arl5b	0.00141981459347589	-0.581138218258755	0.054	0.137	1
Hacd4	0.00144585079416795	0.393340433521802	0.064	0.022	1
Itgax	0.00149685709630005	-0.449171748084794	0.045	0.124	1
Sdhaf1	0.00151368136665775	-0.491459903096846	0.069	0.158	1
Dstn	0.00151941251762486	0.560101571215704	0.079	0.031	1
