Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Ifitm3	9.02980103163585e-22	0.554762100598351	0.089	0.025	1.48016498510575e-17
mt-Nd4	2.91471799939681e-21	-0.279057227072895	0.888	0.95	4.77780574461125e-17
Ifi27l2a	3.05946405458432e-21	-0.778770974445578	0.121	0.251	5.01507347827462e-17
Fth1	9.37064115477032e-21	0.238004059272572	0.986	0.947	1.53603549808995e-16
Ilf3	2.65364359082501e-20	-0.60404909496567	0.151	0.295	4.34985257408036e-16
mt-Nd3	2.68863629045344e-20	-0.580965505012527	0.349	0.519	4.40721260731129e-16
Vim	3.20224358300059e-20	0.8288517334832	0.332	0.217	5.24911768125457e-16
Rps27	3.58105209432017e-20	-0.224409377495905	0.983	0.977	5.87006059300962e-16
Irs2	3.69555385172954e-20	-0.471967743513409	0.453	0.615	6.05775187375506e-16
Cd9	4.6345410422643e-20	0.866339442166266	0.24	0.133	7.59693967647963e-16
Ppp1r21	6.6499563019066e-20	0.698111754445503	0.201	0.103	1.09006083700853e-15
Fgl2	8.20462422992596e-20	0.294099661700621	0.041	0.005	1.34490200376946e-15
Mmp9	9.55268201563192e-20	0.332952802643155	0.023	0	1.56587563600238e-15
Tnfaip3	1.06682990261031e-19	-0.605119264802646	0.124	0.258	1.74874757635883e-15
mt-Co2	1.19492060319447e-19	-0.202169522674799	0.993	0.998	1.95871385275637e-15
Cd59a	1.9420520784322e-19	0.292512328728825	0.031	0.002	3.18341176696605e-15
Rps8	2.51282641508713e-19	0.22467344778722	0.986	0.982	4.11902505961082e-15
Il21r	5.27405841050902e-19	-0.62803696414867	0.109	0.236	8.64523654650638e-15
Csf3r	9.09314473922858e-19	0.283415823355164	0.026	0.001	1.49054828565435e-14
Hist1h2ap	2.46084099972437e-18	-0.571043995744449	0.077	0.189	4.03381056674819e-14
Clec1b	3.28158384181033e-18	0.794704988817109	0.138	0.06	5.3791722334955e-14
Tubb6	3.76282435962214e-18	0.154642919476234	0.041	0.006	6.16802169029262e-14
Fosl2	4.66007279394617e-18	0.662220984063922	0.131	0.056	7.63879132383656e-14
S100a11	5.74653422382695e-18	0.619548806292311	0.236	0.134	9.41971889969713e-14
Itga2b	6.56747694942731e-18	0.729196254536635	0.135	0.058	1.07654082155012e-13
Nlrp3	1.6998899196346e-17	0.309583280997706	0.029	0.002	2.78645955626504e-13
Lrg1	2.46354532731092e-17	0.250270684955305	0.022	0	4.03824350052806e-13
Tra2b	3.64540831937735e-17	-0.445760609545878	0.497	0.63	5.97555331712335e-13
Hspa8	6.36230535011812e-17	-0.402136555256869	0.526	0.663	1.04290909299136e-12
Lifr	8.99483325891113e-17	0.257133753990024	0.045	0.008	1.47443306780071e-12
Ier3	9.01409726186672e-17	0.37858835657554	0.041	0.007	1.47759082316519e-12
Bach2	1.20995846330271e-16	-0.504298288430211	0.198	0.34	1.98336391304581e-12
mt-Nd1	2.45646536604773e-16	-0.211868076775359	0.943	0.979	4.02663802802544e-12
Xist	2.88068193290091e-16	0.45117408027727	0.348	0.218	4.72201382441117e-12
Gpx4	7.7987304786175e-16	0.695153299645721	0.305	0.204	1.27836790005498e-11
Lmna	7.9411846356626e-16	0.405773113885645	0.08	0.026	1.30171898547781e-11
Rpl34	2.10783141515459e-15	-0.194974070291242	0.951	0.956	3.4551572557214e-11
Rps7	2.36737694659351e-15	0.211561633919549	0.977	0.972	3.88060429085608e-11
Ptpn22	2.8922367435769e-15	0.579179257025875	0.178	0.096	4.74095447007125e-11
F5	6.19650124458649e-15	0.523822411272426	0.069	0.022	1.01573048401262e-10
Ifitm6	6.89267639817067e-15	0.28040752997268	0.026	0.002	1.12984751518814e-10
F13a1	7.66974915838739e-15	0.363804502705786	0.049	0.012	1.25722528204286e-10
H2-Q6	1.10942585236978e-14	-0.483903311295395	0.159	0.275	1.81857085720455e-10
H2-Ab1	1.13659010383919e-14	-0.235127334792034	0.94	0.95	1.86309849821321e-10
Rpl5	1.15450868137869e-14	0.240644180712597	0.926	0.901	1.89247063051594e-10
Lgals3	1.18668905240525e-14	0.50250450630038	0.106	0.045	1.94522069470268e-10
Msrb1	1.8244486865707e-14	0.563236954676414	0.093	0.037	2.99063628702669e-10
Anxa1	2.02838403917809e-14	0.300335112442122	0.04	0.008	3.32492711702072e-10
Clu	2.63184803134702e-14	0.570672564282567	0.107	0.046	4.31412529298404e-10
H2-K1	2.89576951425353e-14	-0.357979042403727	0.606	0.717	4.74674538776439e-10
Trem1	3.0309637653423e-14	0.237394571400591	0.025	0.002	4.96835580414909e-10
Ctla2b	3.13332294011211e-14	0.676896252499332	0.107	0.046	5.13614296343178e-10
Il1r2	3.19239010508917e-14	0.456012094328989	0.068	0.022	5.23296586026217e-10
Nrgn	3.34664611018373e-14	0.791302479621971	0.251	0.16	5.48582230381318e-10
Cd300lf	5.31020105286562e-14	0.271850949975198	0.032	0.005	8.70448156585733e-10
Slc16a6	6.37179860296433e-14	-0.522494489771533	0.062	0.148	1.04446522699791e-09
Myl6	6.99131870056429e-14	0.601280165832332	0.545	0.463	1.1460169613965e-09
Ifi207	8.31076554483217e-14	0.184495521908188	0.03	0.004	1.36230068810889e-09
Tgfbi	1.07647259396431e-13	0.312233661198334	0.04	0.008	1.7645538760263e-09
Treml1	1.84855269791093e-13	0.484581451373474	0.072	0.025	3.0301475824156e-09
Bex3	1.90380224035529e-13	-0.468642315281037	0.053	0.134	3.12071263239039e-09
Cd33	1.91769502109034e-13	0.155992364389303	0.019	0.001	3.14348567857129e-09
Saa3	2.77020207806004e-13	0.199513167175028	0.02	0.001	4.54091524635601e-09
Rpl29	4.49413391537559e-13	0.290076073852434	0.822	0.771	7.36678431408367e-09
Hdc	4.62019322357628e-13	0.279274289241464	0.023	0.002	7.57342073208624e-09
Ybx1	8.50445997924909e-13	0.419625731283009	0.533	0.467	1.39405107979851e-08
Aldh2	1.18321806736527e-12	0.536309680707599	0.29	0.202	1.93953105602515e-08
Serpinb6a	1.2720459693116e-12	0.431855324331534	0.059	0.019	2.08513775289557e-08
Rps5	1.32066304925175e-12	0.188894907893846	0.978	0.962	2.16483087033347e-08
Cxcr2	1.36935502508854e-12	0.147701040064463	0.016	0	2.24464675712514e-08
Got1	1.6519800687983e-12	-0.492967023018588	0.086	0.173	2.70792572877417e-08
Napsa	1.69637885249464e-12	0.510581254958993	0.363	0.272	2.78070421500921e-08
Rps3	1.81057394371956e-12	0.194551025515142	0.96	0.948	2.96789280854509e-08
Pilra	2.55004391743032e-12	0.147961053444352	0.016	0.001	4.18003198945179e-08
Ltf	2.70619069941643e-12	0.173564863401187	0.014	0	4.43598779448341e-08
Impact	3.17826466634954e-12	-0.496356375141861	0.122	0.22	5.20981144108017e-08
Hist1h2bc	3.44412642084495e-12	0.513899770892719	0.125	0.063	5.64561202904904e-08
H3f3b	3.71040485671042e-12	-0.21364636341594	0.955	0.949	6.08209564111972e-08
Fn1	3.95984289370711e-12	0.288957591443139	0.039	0.009	6.49097447136469e-08
Rpl23a	4.42581597045365e-12	0.247086434878492	0.878	0.867	7.25479753876762e-08
Hsph1	4.53795643929041e-12	-0.38847246341821	0.023	0.083	7.43861819528484e-08
Atp5md	5.12450137482399e-12	-0.493641946571586	0.154	0.255	8.40008265361149e-08
Hba-a2	9.86037055870356e-12	-1.36151671662033	0.085	0.158	1.61631194198269e-07
Rps2	9.88375027893295e-12	0.259482658063459	0.881	0.871	1.62014434572269e-07
Rps27a	1.09127123257596e-11	0.179229821329593	0.973	0.965	1.78881180443851e-07
Gpr132	1.13201571146822e-11	-0.347598257086074	0.141	0.245	1.8556001542387e-07
Ebf1	1.19320171636188e-11	-0.27116645005742	0.755	0.817	1.95589625346039e-07
Cstdc5	1.29291714325769e-11	0.130651377582442	0.013	0	2.11934978122801e-07
Evl	1.36329724674174e-11	-0.394303341717211	0.071	0.152	2.23471684685906e-07
Stk17b	1.42806023514443e-11	-0.260208415141746	0.67	0.781	2.34087633744876e-07
Cd83	1.6239545862675e-11	-0.435442610001369	0.323	0.442	2.66198635780969e-07
Itgam	1.7516549931276e-11	0.207087014913675	0.037	0.009	2.87131286473477e-07
Mafb	2.10723472136967e-11	0.287245761324528	0.035	0.008	3.45417915526917e-07
Gnas	3.39588287640057e-11	0.435812020500431	0.615	0.568	5.56653121099582e-07
Prkar2b	3.45103862317139e-11	0.413721139642029	0.071	0.028	5.65694251110254e-07
Clk1	3.54442523253738e-11	-0.399946331383336	0.465	0.574	5.81002184117528e-07
Fcgr3	3.6610840910203e-11	0.209024061620193	0.021	0.002	6.00124904200048e-07
Mef2d	3.78443496579732e-11	-0.403902031987211	0.235	0.348	6.20344579593497e-07
Tsc22d1	4.21955497136321e-11	0.81890649286326	0.242	0.167	6.91669450905857e-07
Rps19	5.9068395363654e-11	0.141276658382028	0.991	0.982	9.68249136801017e-07
Anxa2	7.26305682154921e-11	0.359373791980311	0.066	0.025	1.19056027418835e-06
Tpm1	8.43099757748508e-11	0.404018903164081	0.079	0.034	1.38200912290135e-06
Clec4e	9.05788723405717e-11	0.214401826128826	0.023	0.003	1.48476887540665e-06
Clec4d	9.07230882796171e-11	0.247158205157781	0.028	0.005	1.48713286307948e-06
Elmsan1	1.32671039324008e-10	-0.39231954460427	0.161	0.261	2.17474367659915e-06
Hcar2	1.42386594484349e-10	0.186287797178578	0.013	0	2.33400105678746e-06
Rps21	1.46564844084283e-10	-0.166481395372752	0.954	0.96	2.40249092422957e-06
Srgn	1.77144641651578e-10	0.26537265689449	0.77	0.716	2.90375496595266e-06
Dstn	1.90023659820055e-10	0.439724736373179	0.074	0.031	3.11486783177035e-06
Hbb-bt	2.27317774356593e-10	-1.31426966017342	0.083	0.15	3.72619295725328e-06
Lgalsl	2.32886176791146e-10	0.27533625175083	0.036	0.009	3.81747020996047e-06
Cyth1	2.59146089328759e-10	-0.32742816748237	0.202	0.309	4.24792269627703e-06
Tppp3	2.83195814415169e-10	0.257646244997177	0.045	0.014	4.64214578989346e-06
Rps6	2.87326304479465e-10	0.195752152058284	0.916	0.883	4.7098527830274e-06
Stfa2	2.9644812689697e-10	0.121057905714537	0.011	0	4.85937769609514e-06
Rasgef1b	3.02607879453887e-10	-0.365934916287469	0.12	0.208	4.96034836000811e-06
Rhov	5.55656194708947e-10	0.171520253723376	0.016	0.001	9.10831634366906e-06
Tgfb1	6.12501732043975e-10	-0.382224670982417	0.231	0.336	1.00401283916648e-05
Rpl21	6.26997222674717e-10	0.180472672520398	0.951	0.941	1.0277738474084e-05
Adgre5	7.23075559640095e-10	-0.384918270625032	0.216	0.316	1.18526545736204e-05
Cd2	7.68935792343937e-10	-0.464544444875482	0.182	0.273	1.26043955081018e-05
H2-Ob	7.89525941804874e-10	-0.324234569300148	0.365	0.479	1.29419092380655e-05
Plcxd2	9.16651632455299e-10	-0.383945102881303	0.042	0.101	1.50257535592073e-05
Cd72	1.05752610809045e-09	-0.3963490604642	0.125	0.213	1.73349679638186e-05
Rpl18	1.23215822709233e-09	0.162490796588068	0.964	0.948	2.01975376584975e-05
Smcr8	1.38606053451522e-09	-0.406381368538433	0.043	0.102	2.27203042817735e-05
Stfa3	1.42363584776478e-09	0.114996959287275	0.01	0	2.33362388165603e-05
Gdi2	1.88062587995707e-09	-0.308396806693015	0.544	0.632	3.08272194242562e-05
Malt1	1.90088153560024e-09	-0.362456959684283	0.284	0.39	3.11592501315592e-05
Rps9	2.03702372481266e-09	0.134138982224511	0.984	0.98	3.33908928971292e-05
Hba-a1	2.19432046249546e-09	-1.40689147018135	0.115	0.179	3.59693010212256e-05
Rps4x	2.24127801953781e-09	0.154986603547309	0.963	0.965	3.67390292962638e-05
Ankrd12	2.25598241719344e-09	-0.367854744036933	0.27	0.369	3.69800637826348e-05
Gp1bb	2.28156318891202e-09	0.194206328340522	0.018	0.002	3.73993837926459e-05
Dennd4a	2.32301044457178e-09	-0.379117394880872	0.308	0.415	3.80787872074206e-05
Ston1	2.40671548575875e-09	0.135276539760528	0.016	0.001	3.94508802425574e-05
Gda	2.47127812307605e-09	0.211358612436258	0.029	0.007	4.05091909934627e-05
H2-Eb1	2.54803774577982e-09	-0.195833622790153	0.921	0.914	4.17674347288229e-05
Ccnl1	2.635910708361e-09	-0.344108905104369	0.472	0.576	4.32078483314535e-05
2410006H16Rik	2.74713447609408e-09	-0.262162599053592	0.516	0.61	4.50310283321342e-05
Cebpb	2.85404185124836e-09	0.447414402441655	0.352	0.279	4.67834540256631e-05
Alox12	2.90341286543378e-09	0.443429146732915	0.077	0.036	4.75927436901905e-05
Junb	3.18476614309166e-09	-0.214891099596075	0.688	0.779	5.22046866175586e-05
Rpl19	3.43362161215019e-09	0.124702647595778	0.985	0.978	5.6283925466366e-05
Rpl10a	3.45950004743302e-09	0.192734489772081	0.922	0.898	5.6708124777522e-05
Tfip11	3.53105626570779e-09	-0.315535486972003	0.04	0.096	5.7881074307482e-05
Susd6	3.54334479312637e-09	-0.346551975986574	0.083	0.155	5.80825078489274e-05
Ly6d	3.69568697680042e-09	-0.448590129247731	0.625	0.701	6.05797009237125e-05
Ppm1a	3.87307279359112e-09	-0.406259687491757	0.137	0.221	6.34874092325456e-05
Zcwpw1	4.12930928682736e-09	0.399844752207254	0.038	0.012	6.76876378296741e-05
Sgms2	5.43756787398931e-09	0.154072862961495	0.012	0.001	8.91326125904328e-05
Cd52	5.52447346690094e-09	-0.318619618286217	0.482	0.583	9.05571690694402e-05
Lilr4b	5.60463235495723e-09	0.211019477507593	0.026	0.006	9.18711335624589e-05
Nfkb1	5.79946755983851e-09	-0.362627763399229	0.211	0.306	9.50648722408729e-05
Treml2	5.86570296640638e-09	-0.271433418946141	0.25	0.361	9.61506030253333e-05
Rps14	5.91745774630776e-09	0.120995406883065	0.986	0.985	9.69989673774768e-05
Gla	6.50785613136266e-09	-0.415422932899933	0.071	0.136	0.000106676777705297
Gp6	6.53138529109773e-09	0.250130562135745	0.035	0.01	0.000107062467691674
Rel	6.6661617388498e-09	-0.380897519962466	0.428	0.531	0.000109271723223226
C5ar1	6.8539108285821e-09	0.123781708517699	0.01	0	0.000112349306302118
Stfa1	6.8539108285821e-09	0.117742940016996	0.01	0	0.000112349306302118
Rsu1	7.02466345712795e-09	0.500043139982906	0.084	0.042	0.000115148283389241
Atf3	7.5595028560566e-09	0.623558196181293	0.101	0.054	0.00012391537081648
Gclm	8.58964725456514e-09	0.385951287161264	0.065	0.028	0.000140801497796832
Slc3a2	9.09993908849012e-09	-0.371054665785041	0.202	0.294	0.00014916620153853
Ciart	9.32976735732849e-09	-0.375254588290222	0.098	0.17	0.000152933546521329
Tgif1	9.5553973951676e-09	-0.318866902470954	0.291	0.397	0.000156632074101587
Slc7a11	1.0111138090562e-08	0.165964341821804	0.016	0.002	0.000165741775580492
Ube2d3	1.01441625677953e-08	-0.307642360540895	0.467	0.571	0.0001662831128113
Cerk	1.0273923548684e-08	-0.338036979320801	0.176	0.267	0.000168410154810028
Pik3ap1	1.04253604848373e-08	-0.40793120631	0.102	0.173	0.000170892509067454
Birc3	1.12411364307696e-08	-0.341405592013577	0.197	0.292	0.000184264708373176
Lncpint	1.18177889827056e-08	-0.343450626349512	0.233	0.333	0.00019371719700451
Rictor	1.19644344769842e-08	-0.371536451622259	0.131	0.211	0.000196121009946725
Kdm2b	1.21636045387924e-08	-0.34913968891522	0.124	0.201	0.000199385805599884
Chd3	1.26828179348959e-08	-0.338782555470442	0.066	0.128	0.000207896751588813
Asxl2	1.29091732771908e-08	-0.358639945270475	0.088	0.157	0.000211607168359711
Gas2l1	1.29195949948433e-08	0.361542446037057	0.056	0.023	0.000211778001155472
Rpl17	1.59970794841661e-08	0.142743547269891	0.984	0.975	0.000262224126904451
Nsf	1.66773035517037e-08	-0.34066126821351	0.141	0.223	0.000273374359819526
Ppia	1.69014862601344e-08	0.227904525957575	0.822	0.785	0.000277049162776123
Jmy	1.71330936626915e-08	-0.395063196839082	0.071	0.134	0.00028084567131884
Ly6a	1.71436702585213e-08	0.368871199693959	0.143	0.087	0.000281019042877682
Gramd3	1.79466403680225e-08	-0.372142627046568	0.198	0.289	0.000294181328912624
Ywhah	1.81263257070973e-08	0.580976969557645	0.205	0.141	0.000297126730990738
Arl5c	1.91078786785634e-08	-0.331645689501771	0.16	0.246	0.000313216347299012
Gucy1b1	2.00100944999561e-08	0.172243859540597	0.019	0.003	0.00032800546904328
Map3k1	2.0494200726163e-08	-0.320275890471263	0.199	0.288	0.000335940938303264
Ablim1	2.09584832812763e-08	-0.346116010362012	0.299	0.398	0.000343551457946681
Eef1b2	2.27436775793883e-08	0.249274049815835	0.753	0.734	0.000372814362881333
Fermt3	2.30589237039244e-08	0.422224123617542	0.212	0.146	0.000377981877354729
Cst3	2.39193406785117e-08	0.361805478388002	0.252	0.183	0.000392085832402164
Iglc2	2.66741255695643e-08	-0.367003181614977	0.532	0.618	0.000437242266336299
Lsm12	3.09905774552753e-08	0.470102432226967	0.247	0.181	0.000507997545646873
Slfn4	3.30991734401693e-08	0.103898345844563	0.009	0	0.000542561651031256
Arg2	3.30991734401693e-08	0.0905141776564747	0.009	0	0.000542561651031256
Cd44	3.47981277770106e-08	0.38660136732433	0.193	0.131	0.000570410910520758
Cd86	3.59138616483819e-08	-0.345079533503596	0.15	0.231	0.000588700020140276
Gm10076	3.73870246533826e-08	-0.251432826920909	0.519	0.611	0.000612848108118248
Atp6v1h	3.80741340377632e-08	-0.36654691385626	0.156	0.236	0.000624111205147015
Cnot6l	4.06246386006782e-08	-0.311642205209169	0.181	0.27	0.000665919075942317
Itk	4.23814965948995e-08	-0.310822772032888	0.013	0.05	0.000694717492183592
Pygl	4.60484145901335e-08	0.156539767256674	0.02	0.004	0.000754825611961468
Txn1	4.70723731705708e-08	0.389933723956456	0.183	0.123	0.000771610341011996
Cd19	5.18567038036202e-08	-0.347371061461367	0.234	0.323	0.000850035088748942
Tbc1d9	5.61452776665283e-08	0.110926863691866	0.024	0.006	0.000920333391509732
Itsn2	5.75974635777624e-08	-0.335102449145277	0.161	0.243	0.00094413762296668
Ythdf3	5.78620366584845e-08	-0.35925999408904	0.075	0.137	0.000948474504905878
Nfkbie	5.91208463644154e-08	-0.334963385931383	0.052	0.106	0.000969108913605497
Avl9	6.21589031649333e-08	-0.299377600668294	0.343	0.446	0.00101890874067959
Rbm39	6.52087300282757e-08	-0.19861390276979	0.802	0.845	0.0010689015026235
Lpp	7.18787502969747e-08	-0.367062995817275	0.056	0.11	0.00117823647486801
Pxk	7.26598816223391e-08	-0.372815766629605	0.164	0.246	0.00119104077955338
Tob2	7.39045742777188e-08	-0.439871551490428	0.153	0.226	0.00121144378156037
Tceal9	7.54522447556621e-08	-0.386779575699314	0.089	0.153	0.00123681319603481
Rack1	7.72431497290272e-08	0.154389147255602	0.906	0.897	0.00126616971035821
Srsf3	8.47022974950345e-08	-0.269450465253951	0.505	0.608	0.00138844006053861
Kpna1	8.82058440494107e-08	-0.350243460001145	0.108	0.177	0.00144587019565794
Dusp10	1.04898942679373e-07	-0.396567975959867	0.041	0.089	0.00171950346840028
Zfyve26	1.05055432894971e-07	-0.314458123227228	0.091	0.156	0.00172206865601437
Cnr2	1.07326697811929e-07	-0.346246116138189	0.079	0.141	0.00175929923053314
Ccr1	1.08649267068018e-07	0.175918485862383	0.016	0.003	0.00178097878577895
Flcn	1.11415737338173e-07	-0.262687422888773	0.095	0.162	0.00182632676644733
Cd151	1.13142512052119e-07	0.232450113503453	0.032	0.01	0.00185463205755834
H2-DMb2	1.5129836216986e-07	-0.301183665049754	0.344	0.44	0.00248008275268834
Blvrb	1.53857549670909e-07	-0.3715891068569	0.069	0.125	0.00252203295420555
Ezr	1.5994644181414e-07	-0.268340039191744	0.33	0.43	0.00262184207421739
Mxra7	1.60457518327268e-07	0.0712762279805352	0.008	0	0.00263021964042058
Arid2	1.62009402488085e-07	-0.275329711536203	0.032	0.077	0.0026556581255847
Rpl36	1.70258524764235e-07	-0.15115336086805	0.868	0.897	0.00279087773793534
Cd80	1.71732271134749e-07	0.0831275720701211	0.012	0.001	0.00281503538844081
Spi1	1.951119834628e-07	0.355736834007541	0.1	0.056	0.00319827563292222
Aff4	2.03481708200522e-07	-0.309036491040136	0.223	0.309	0.00333547216082296
Acp5	2.19274885328265e-07	0.308688779868742	0.182	0.123	0.00359435392030092
Pip4p1	2.7102689566146e-07	-0.25164633856339	0.212	0.302	0.00444267287368266
Rnf125	2.7485033935819e-07	-0.296043015916097	0.053	0.104	0.00450534676275945
P2rx1	3.14297904935793e-07	0.183564900831896	0.022	0.005	0.00515197125770752
Bcl2l11	3.22912385064026e-07	-0.289936603366336	0.104	0.169	0.00529317981596951
Hook2	3.41152996420161e-07	-0.27725209779799	0.018	0.055	0.00559217991731928
Rab44	3.47569171075002e-07	0.123445781006927	0.009	0	0.00569735385226143
Slc38a1	3.59673506651623e-07	-0.304884163591071	0.36	0.454	0.00589576812103341
Hexa	3.65361188821701e-07	-0.292535595453372	0.094	0.156	0.00598900060716531
Klf2	3.8408890469083e-07	-0.344707747494035	0.5	0.575	0.00629598532569209
F11r	3.97665263869167e-07	0.131432199489777	0.016	0.003	0.00651852900534338
Phc2	4.03149390491823e-07	-0.241428949449606	0.086	0.148	0.00660842480894196
Sec24a	4.1684308912897e-07	-0.390432515086241	0.127	0.193	0.00683289191700208
mt-Cytb	4.17982127403034e-07	-0.101419601299552	0.974	0.991	0.00685156303239053
Csf2rb	4.38576731183762e-07	0.171875360050455	0.049	0.021	0.00718914977756423
H2-Oa	4.62417593101872e-07	-0.304441431335628	0.167	0.247	0.00757994918612588
Syk	4.88542221026661e-07	-0.261277638724332	0.419	0.515	0.00800818408706902
Mcl1	5.00026715569387e-07	0.297303843858054	0.478	0.422	0.00819643792161339
Gp5	5.00303959945876e-07	0.24424816211137	0.035	0.012	0.0082009825114328
Rpl3	5.11423243278348e-07	0.157775431960633	0.902	0.889	0.00838324980381869
